,Ridge,Lasso,ElasticNet,RForest,kNN,Gradient Boosting
0,0.00454478771646346,0.007713644716010755,0.007713644716010755,0.0027682817584044382,3.521751107370265e-05,0.00022574637015279064
1,0.05870611895176572,0.08782323096791936,0.08782323096791936,0.04386672343562915,0.0051093974017087365,0.008344363670102653
2,0.06741504072878292,0.08782735744636039,0.08782735744636039,0.0526144633955763,0.005934434351621277,0.015024858407079603
