,Ridge,Lasso,ElasticNet,RForest,kNN,Gradient Boosting
0,0.1702765960061857,0.20824627534216222,0.24185355074320455,0.25622484983028476,0.22039759361730651,0.3234284716532407
1,0.28075711890135563,0.30673803122547116,0.3316827746666218,0.33457711872051205,0.28021587894855876,0.34363541835359784
2,0.4126458481630291,0.45634008737142767,0.49178608229920917,0.506186576106365,0.46946522088149034,0.5687077207610608
